GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
HumanEvalJava,original,Compare,0,33,0,2,0,5,0,3,0,2
HumanEvalJava,original,IncrList,3,30,0,4,1,7,1,3,1,1
HumanEvalJava,original,StringSequence,0,19,0,2,0,5,0,3,0,2
HumanEvalJava,original,TotalMatch,0,52,0,10,0,14,0,7,0,2
HumanEvalJava,original,HexKey,0,41,0,14,0,8,0,9,0,2
HumanEvalJava,original,SpecialFactorial,0,35,0,4,0,9,0,5,0,3
HumanEvalJava,original,RemoveDuplicates,0,34,0,4,0,6,0,4,0,2
HumanEvalJava,original,Multiply,0,21,0,4,0,4,0,4,0,2
HumanEvalJava,original,RollingMax,0,45,1,7,0,11,1,5,0,2
HumanEvalJava,original,Concatenate,9,13,1,1,2,4,1,2,0,2
HumanEvalJava,original,IsBored,0,63,1,9,0,15,1,6,0,2
HumanEvalJava,original,Solve,0,60,0,8,0,13,0,6,0,2
HumanEvalJava,original,Encrypt,0,42,0,8,0,10,0,6,0,2
HumanEvalJava,original,PairsSumToZero,27,12,5,1,3,3,3,2,0,2
HumanEvalJava,original,F,0,63,0,8,0,15,0,8,0,4
HumanEvalJava,original,AddElements,0,29,0,4,0,6,0,4,0,2
HumanEvalJava,original,TruncateNumber,0,17,0,0,0,2,0,2,0,2
HumanEvalJava,original,OrderByPoints.new Comparator() {...},0,54,0,8,0,13,0,7,0,3
HumanEvalJava,original,FixSpaces,0,84,0,12,0,21,0,8,0,2
HumanEvalJava,original,GreatestCommonDivisor,0,13,0,2,0,4,0,3,0,2
HumanEvalJava,original,NextSmallest,0,53,2,10,0,14,2,6,0,2
HumanEvalJava,original,Common.new Comparator() {...},2,17,2,2,1,3,2,2,0,2
HumanEvalJava,original,BelowThreshold,3,21,1,3,1,4,1,3,0,2
HumanEvalJava,original,DecimalToBinary,0,25,0,4,0,8,0,4,0,2
HumanEvalJava,original,Common,0,65,0,10,0,14,0,7,0,2
HumanEvalJava,original,IsPrime,3,23,0,6,1,6,1,4,1,1
HumanEvalJava,original,LargestDivisor,2,17,1,3,1,4,1,3,0,2
HumanEvalJava,original,FilterIntegers,0,26,0,4,0,7,0,4,0,2
HumanEvalJava,original,Simplify,3,38,0,2,1,7,1,2,1,1
HumanEvalJava,original,EvenOddCount,0,38,0,6,0,11,0,5,0,2
HumanEvalJava,original,PrimeLength,0,31,0,8,0,8,0,6,0,2
HumanEvalJava,original,Exchange,0,45,0,10,0,11,0,7,0,2
HumanEvalJava,original,CorrectBracketing,0,33,0,8,0,9,0,6,0,2
HumanEvalJava,original,ReverseDelete,3,63,0,8,1,10,1,5,1,1
HumanEvalJava,original,LargestSmallestIntegers,36,32,11,3,10,9,8,1,1,1
HumanEvalJava,original,CountUpper,0,31,0,8,0,7,0,6,0,2
HumanEvalJava,original,IsPalindrome,3,26,0,4,1,8,1,3,1,1
HumanEvalJava,original,WordsString,0,17,0,2,0,5,0,3,0,2
HumanEvalJava,original,CountDistinctCharacters,0,26,0,2,0,5,0,3,0,2
HumanEvalJava,original,Histogram,3,106,1,13,1,18,2,7,1,1
HumanEvalJava,original,TriangleArea1,3,52,2,4,1,4,3,2,1,1
HumanEvalJava,original,StartsOneEnds,0,46,0,8,0,11,0,6,0,2
HumanEvalJava,original,Bf,8,87,2,8,1,19,2,5,0,2
HumanEvalJava,original,CheckIfLastCharIsALetter,0,45,0,8,0,12,0,6,0,2
HumanEvalJava,original,Specialfilter,3,77,0,8,1,9,1,5,1,1
HumanEvalJava,original,GetRow,0,60,0,6,0,12,0,5,0,2
HumanEvalJava,original,AnyInt,3,45,3,9,1,8,3,5,0,2
HumanEvalJava,original,Minpath,12,123,4,14,1,21,4,7,0,2
HumanEvalJava,original,SumSquares,3,25,0,2,1,5,1,2,1,1
HumanEvalJava,original,SameChars,0,61,0,8,0,11,0,6,0,2
HumanEvalJava,original,WillItFly,3,52,0,8,1,9,1,5,1,1
HumanEvalJava,original,Solve1,3,18,0,2,1,5,1,2,1,1
HumanEvalJava,original,RescaleToUnit,0,72,0,8,0,12,0,6,0,2
HumanEvalJava,original,Pluck,0,56,0,10,0,14,0,7,0,2
HumanEvalJava,original,FizzBuzz,0,39,0,10,0,9,0,7,0,2
HumanEvalJava,original,ChangeBase,0,20,0,2,0,6,0,3,0,2
HumanEvalJava,original,Maximum1,70,20,11,3,13,6,7,2,0,2
HumanEvalJava,original,RightAngleTriangle,2,73,3,17,0,8,3,9,0,2
HumanEvalJava,original,SortedListSum,0,36,0,4,0,7,0,4,0,2
HumanEvalJava,original,RoundedAvg,0,42,0,4,0,9,0,4,0,2
HumanEvalJava,original,Monotonic,3,84,1,11,1,13,1,7,0,2
HumanEvalJava,original,Digitsum,0,29,0,6,0,7,0,5,0,2
HumanEvalJava,original,IsMultiplyPrime,0,30,0,6,0,8,0,5,0,2
HumanEvalJava,original,FilterBySubstring,0,30,0,4,0,6,0,4,0,2
HumanEvalJava,original,XOrY,3,20,0,6,1,6,1,4,1,1
HumanEvalJava,original,Strlen,0,6,0,0,0,2,0,2,0,2
HumanEvalJava,original,GetOddCollatz,0,45,0,6,0,11,0,5,0,2
HumanEvalJava,original,SortEven,0,57,0,8,0,11,0,6,0,2
HumanEvalJava,original,RemoveVowels,0,53,0,22,0,7,0,13,0,2
HumanEvalJava,original,ParseNestedParens,0,47,0,8,0,14,0,6,0,2
HumanEvalJava,original,SumProduct,32,26,3,1,6,7,3,1,1,1
HumanEvalJava,original,Encode,0,81,11,19,0,12,11,6,0,2
HumanEvalJava,original,VowelsCount,0,70,1,27,0,9,1,15,0,2
HumanEvalJava,original,Derivative,0,28,0,2,0,5,0,3,0,2
HumanEvalJava,original,FilterByPrefix,0,28,0,4,0,7,0,4,0,2
HumanEvalJava,original,StrongestExtension,0,67,1,9,0,15,1,6,0,2
HumanEvalJava,original,IsSorted,6,82,2,8,2,14,2,5,0,2
HumanEvalJava,original,CheckDictCase,11,55,7,9,3,16,6,4,0,2
HumanEvalJava,original,FlipCase,0,36,0,4,0,8,0,4,0,2
HumanEvalJava,original,MakePalindrome,2,44,1,5,1,7,1,4,0,2
HumanEvalJava,original,CarRaceCollision,0,22,0,4,0,6,0,4,0,2
HumanEvalJava,original,IsSimplePower,0,33,0,8,0,9,0,6,0,2
HumanEvalJava,original,MoveOneBall,3,42,0,8,1,9,1,5,1,1
HumanEvalJava,original,IsHappy,0,55,1,9,0,7,1,6,0,2
HumanEvalJava,original,ChooseNum,3,20,1,5,1,5,2,3,1,1
HumanEvalJava,original,FindMax,6,63,4,10,1,15,3,6,0,2
HumanEvalJava,original,GetClosestVowel,0,48,0,8,0,9,0,6,0,2
HumanEvalJava,original,Eat,0,40,0,2,0,4,0,3,0,2
HumanEvalJava,original,FruitDistribution,0,55,0,6,0,12,0,5,0,2
HumanEvalJava,original,Digits,0,35,0,6,0,11,0,5,0,2
HumanEvalJava,original,Fibfib,0,42,0,6,0,15,0,5,0,2
HumanEvalJava,original,OddCount,0,52,0,6,0,9,0,5,0,2
HumanEvalJava,original,DoubleTheDifference,0,38,0,8,0,8,0,6,0,2
HumanEvalJava,original,ClosestInteger,3,19,0,2,1,4,1,2,1,1
HumanEvalJava,original,CanArrange,0,37,1,7,0,7,1,5,0,2
HumanEvalJava,original,SortArray1.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
HumanEvalJava,original,FileNameCheck,0,80,0,14,0,18,0,9,0,2
HumanEvalJava,original,Iscube,0,32,0,6,0,7,0,5,0,2
HumanEvalJava,original,SelectWords,0,81,5,21,0,12,5,10,0,2
HumanEvalJava,original,IsNested,0,76,0,12,0,17,0,8,0,2
HumanEvalJava,original,PrimeFib,6,47,1,9,2,16,2,6,1,2
HumanEvalJava,original,MakeAPile,0,56,0,6,0,11,0,5,0,2
HumanEvalJava,original,OrderByPoints,0,10,0,0,0,3,0,2,0,2
HumanEvalJava,original,Maximum1.new Comparator() {...},11,0,0,0,2,0,2,0,2,0
HumanEvalJava,original,ByLength,34,67,8,12,13,18,8,8,0,2
HumanEvalJava,original,Search,0,43,0,6,0,9,0,5,0,2
HumanEvalJava,original,HasCloseElements,0,43,0,6,0,6,0,5,0,2
HumanEvalJava,original,BelowZero,0,57,0,8,0,12,0,6,0,2
HumanEvalJava,original,CompareOne,0,47,0,8,0,10,0,6,0,2
HumanEvalJava,original,SortNumbers,0,236,0,44,0,49,0,24,0,2
HumanEvalJava,original,CountUpTo,0,39,0,8,0,14,0,7,0,3
HumanEvalJava,original,MaxElement,0,25,0,4,0,7,0,4,0,2
HumanEvalJava,original,CycpatternCheck,3,48,0,6,1,7,1,4,1,1
HumanEvalJava,original,FindClosestElements,0,66,0,6,0,13,0,5,0,2
HumanEvalJava,original,Intersection,8,57,3,7,2,12,2,6,0,3
HumanEvalJava,original,MeanAbsoluteDeviation,0,65,0,4,0,11,0,4,0,2
HumanEvalJava,original,SortArray1,3,39,0,4,1,8,1,3,1,1
HumanEvalJava,original,SortArray,0,82,0,6,0,14,0,5,0,2
HumanEvalJava,original,UniqueDigits,0,51,0,8,0,15,0,6,0,2
HumanEvalJava,original,CircularShift,0,61,0,8,0,12,0,6,0,2
HumanEvalJava,original,GetRow.new Comparator() {...},0,44,0,2,0,10,0,3,0,2
HumanEvalJava,original,Intersperse,0,34,0,4,0,7,0,4,0,2
HumanEvalJava,original,NumericalLetterGrade,38,106,7,19,8,22,8,7,1,1
HumanEvalJava,original,Fib4,0,48,0,6,0,17,0,5,0,2
HumanEvalJava,original,IsEqualToSumEven,4,14,2,2,1,3,2,2,0,2
HumanEvalJava,original,Median,0,41,0,2,0,6,0,3,0,2
HumanEvalJava,original,StrangeSortList,0,61,0,8,0,17,0,6,0,2
HumanEvalJava,original,WordsInSentence,0,52,0,10,0,13,0,8,0,3
HumanEvalJava,original,CountNums,0,63,0,14,0,16,0,9,0,2
HumanEvalJava,original,GetMaxTriples,0,59,0,8,0,8,0,6,0,2
HumanEvalJava,original,Solution,0,36,0,6,0,6,0,5,0,2
HumanEvalJava,original,TriangleArea,0,11,0,0,0,2,0,2,0,2
HumanEvalJava,original,SumToN,0,18,0,2,0,5,0,3,0,2
HumanEvalJava,original,MaxFill,0,47,0,4,0,10,0,4,0,2
HumanEvalJava,original,SumSquares1,26,68,3,7,1,11,2,5,0,2
HumanEvalJava,original,UniqueDigits.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
HumanEvalJava,original,Fib,0,28,0,2,0,9,0,3,0,2
HumanEvalJava,original,Longest,0,36,0,6,0,8,0,5,0,2
HumanEvalJava,original,SplitWords,3,51,2,10,1,9,3,5,1,1
HumanEvalJava,original,SortArray.new Comparator() {...},0,32,0,2,0,6,0,3,0,2
HumanEvalJava,original,MatchParens,33,46,11,7,12,13,8,3,1,1
HumanEvalJava,original,Minsubarraysum,0,68,0,8,0,15,0,6,0,2
