GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
HumanEvalJava,original,Encode,81,0,30,0,12,0,17,0,2,0
HumanEvalJava,original,VowelsCount,4,66,4,24,2,7,5,11,1,1
HumanEvalJava,original,Derivative,3,25,0,2,1,4,1,2,1,1
HumanEvalJava,original,FilterByPrefix,3,25,0,4,1,6,1,3,1,1
HumanEvalJava,original,StrongestExtension,3,64,1,9,1,14,2,5,1,1
HumanEvalJava,original,IsSorted,88,0,10,0,16,0,7,0,2,0
HumanEvalJava,original,CheckDictCase,17,49,8,8,5,14,8,2,1,1
HumanEvalJava,original,FlipCase,3,33,0,4,1,7,1,3,1,1
HumanEvalJava,original,MakePalindrome,41,5,5,1,6,2,4,1,1,1
HumanEvalJava,original,CarRaceCollision,3,19,0,4,1,5,1,3,1,1
HumanEvalJava,original,IsSimplePower,10,23,3,5,3,6,4,2,1,1
HumanEvalJava,original,MoveOneBall,45,0,8,0,10,0,6,0,2,0
HumanEvalJava,original,IsHappy,48,7,9,1,5,2,6,1,1,1
HumanEvalJava,original,ChooseNum,3,20,1,5,1,5,2,3,1,1
HumanEvalJava,original,FindMax,5,64,3,11,2,14,4,5,1,1
HumanEvalJava,original,GetClosestVowel,5,43,3,5,2,7,4,2,1,1
HumanEvalJava,original,Eat,19,21,1,1,2,2,2,1,1,1
HumanEvalJava,original,FruitDistribution,3,52,0,6,1,11,1,4,1,1
HumanEvalJava,original,Digits,4,31,1,5,1,10,2,3,1,1
HumanEvalJava,original,Fibfib,34,8,4,2,12,3,4,1,1,1
HumanEvalJava,original,OddCount,3,49,0,6,1,8,1,4,1,1
HumanEvalJava,original,DoubleTheDifference,3,35,3,5,1,7,4,2,1,1
HumanEvalJava,original,ClosestInteger,9,13,1,1,2,3,2,1,1,1
HumanEvalJava,original,CanArrange,3,34,1,7,1,6,2,4,1,1
HumanEvalJava,original,SortArray1.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
HumanEvalJava,original,FileNameCheck,55,25,13,1,14,4,8,1,1,1
HumanEvalJava,original,Iscube,8,24,2,4,2,5,3,2,1,1
HumanEvalJava,original,SelectWords,44,37,22,4,5,7,13,2,1,1
HumanEvalJava,original,IsNested,4,72,3,9,1,16,4,4,1,1
HumanEvalJava,original,PrimeFib,15,38,5,5,4,14,5,3,1,2
HumanEvalJava,original,MakeAPile,17,39,1,5,2,9,2,3,1,1
HumanEvalJava,original,OrderByPoints,3,7,0,0,1,2,1,1,1,1
HumanEvalJava,original,Maximum1.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
HumanEvalJava,original,ByLength,75,26,18,2,24,7,15,1,1,1
HumanEvalJava,original,Search,43,0,6,0,9,0,5,0,2,0
HumanEvalJava,original,HasCloseElements,6,37,1,5,2,4,2,3,1,1
HumanEvalJava,original,BelowZero,20,37,3,5,4,8,4,2,1,1
HumanEvalJava,original,CompareOne,7,40,4,4,2,8,5,1,1,1
HumanEvalJava,original,SortNumbers,43,193,10,34,10,39,11,13,1,1
HumanEvalJava,original,CountUpTo,3,36,0,8,1,13,1,6,1,2
HumanEvalJava,original,MaxElement,3,22,0,4,1,6,1,3,1,1
HumanEvalJava,original,CycpatternCheck,6,45,1,5,2,6,2,3,1,1
HumanEvalJava,original,FindClosestElements,3,63,0,6,1,12,1,4,1,1
HumanEvalJava,original,Intersection,17,48,6,4,6,8,6,2,1,2
HumanEvalJava,original,MeanAbsoluteDeviation,3,62,0,4,1,10,1,3,1,1
HumanEvalJava,original,SortArray1,7,35,2,2,3,6,3,1,1,1
HumanEvalJava,original,SortArray,82,0,6,0,14,0,5,0,2,0
HumanEvalJava,original,UniqueDigits,51,0,8,0,15,0,6,0,2,0
HumanEvalJava,original,CircularShift,61,0,8,0,12,0,6,0,2,0
HumanEvalJava,original,GetRow.new Comparator() {...},41,3,2,0,9,1,2,1,1,1
HumanEvalJava,original,Intersperse,3,31,0,4,1,6,1,3,1,1
HumanEvalJava,original,NumericalLetterGrade,57,87,11,15,12,18,9,6,1,1
HumanEvalJava,original,Fib4,43,5,5,1,15,2,4,1,1,1
HumanEvalJava,original,IsEqualToSumEven,18,0,4,0,4,0,4,0,2,0
HumanEvalJava,original,Median,10,31,1,1,2,4,2,1,1,1
HumanEvalJava,original,StrangeSortList,33,28,6,2,9,8,5,1,1,1
HumanEvalJava,original,WordsInSentence,13,39,5,5,4,9,5,3,1,2
HumanEvalJava,original,CountNums,53,10,13,1,13,3,8,1,1,1
HumanEvalJava,original,GetMaxTriples,3,56,0,8,1,7,1,5,1,1
HumanEvalJava,original,Solution,3,33,1,5,1,5,2,3,1,1
HumanEvalJava,original,TriangleArea,3,8,0,0,1,1,1,1,1,1
HumanEvalJava,original,SumToN,3,15,0,2,1,4,1,2,1,1
HumanEvalJava,original,MaxFill,3,44,0,4,1,9,1,3,1,1
HumanEvalJava,original,SumSquares1,74,20,8,2,7,5,6,1,1,1
HumanEvalJava,original,UniqueDigits.new Comparator() {...},11,0,0,0,2,0,2,0,2,0
HumanEvalJava,original,Fib,3,25,0,2,1,8,1,2,1,1
HumanEvalJava,original,Longest,10,26,2,4,3,5,3,2,1,1
HumanEvalJava,original,SplitWords,41,13,10,2,7,3,7,1,1,1
HumanEvalJava,original,SortArray.new Comparator() {...},32,0,2,0,6,0,3,0,2,0
HumanEvalJava,original,MatchParens,45,34,15,3,16,9,10,1,1,1
HumanEvalJava,original,Minsubarraysum,68,0,8,0,15,0,6,0,2,0
