GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
leetcode,original,Solution2206,2,51,1,5,1,7,1,4,0,2
leetcode,original,Solution0942,5,39,1,3,1,9,1,3,0,2
leetcode,original,Solution1359,16,15,1,1,1,5,1,2,0,2
leetcode,original,Solution0387,4,43,2,4,1,8,2,3,0,2
leetcode,original,Solution1478,0,148,0,14,0,17,0,9,0,2
leetcode,original,Solution0265,0,69,0,8,0,13,0,6,0,2
leetcode,original,Solution2047,36,78,16,12,8,12,11,6,0,3
leetcode,original,Solution0422,4,51,3,7,2,8,3,4,0,2
leetcode,original,Solution0267,3,129,1,13,1,23,1,9,0,3
leetcode,original,Solution2202,15,41,5,5,4,10,4,3,0,2
leetcode,original,Solution1595,0,164,0,10,0,16,0,7,0,2
leetcode,original,Solution0780,21,46,13,11,4,8,10,4,0,2
leetcode,original,Solution3250,0,141,0,12,0,20,0,8,0,2
leetcode,original,Solution3091,0,34,0,2,0,7,0,3,0,2
leetcode,original,Solution1909,10,55,5,9,1,12,4,6,0,3
leetcode,original,Solution1901,4,83,2,6,1,15,2,5,0,3
leetcode,original,Solution0418,2,44,2,6,1,10,2,4,0,2
leetcode,original,Solution1404,0,44,1,9,0,17,1,6,0,2
leetcode,original,Solution1129,19,191,2,14,1,28,2,9,0,3
leetcode,original,Solution0555,0,132,0,16,0,30,0,10,0,2
leetcode,original,Solution2613,22,400,9,29,3,37,9,18,0,8
leetcode,original,Solution2734,27,29,6,4,6,7,4,3,0,2
leetcode,original,Solution2459,95,0,12,0,22,0,9,0,3,0
leetcode,original,Solution1521,0,88,0,6,0,15,0,5,0,2
leetcode,original,Solution1400,3,60,2,6,1,10,2,4,0,2
leetcode,original,Solution3304,0,51,0,4,0,7,0,4,0,2
leetcode,original,Solution0035,0,32,0,4,0,9,0,4,0,2
leetcode,original,Solution1763,2,94,2,14,0,19,2,8,0,2
leetcode,original,Solution1642,2,57,1,7,1,12,1,5,0,2
leetcode,original,Solution2577,9,217,3,21,1,24,2,13,0,3
leetcode,original,Solution2457,9,58,1,5,2,14,1,5,0,3
leetcode,original,Solution1641,8,58,1,5,1,11,1,5,0,3
leetcode,original,Solution1001,0,253,7,25,0,35,7,14,0,5
leetcode,original,Solution1122,0,97,0,6,0,11,0,6,0,3
leetcode,original,Solution3386,7,55,4,4,2,7,3,3,0,2
leetcode,original,Solution3264,71,0,6,0,11,0,6,0,3,0
leetcode,original,Solution0670,2,86,2,8,0,17,2,5,0,2
leetcode,original,Solution0548,80,39,11,3,7,7,6,3,0,2
leetcode,original,Solution2605,5,56,1,5,1,7,1,4,0,2
