GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
HumanEvalJava,original,Encode,11,70,15,15,2,10,13,4,0,2
HumanEvalJava,original,VowelsCount,11,59,13,15,1,8,13,3,1,1
HumanEvalJava,original,Derivative,28,0,2,0,5,0,3,0,2,0
HumanEvalJava,original,FilterByPrefix,28,0,4,0,7,0,4,0,2,0
HumanEvalJava,original,StrongestExtension,3,64,1,9,1,14,2,5,1,1
HumanEvalJava,original,IsSorted,88,0,10,0,16,0,7,0,2,0
HumanEvalJava,original,CheckDictCase,66,0,16,0,19,0,10,0,2,0
HumanEvalJava,original,FlipCase,3,33,0,4,1,7,1,3,1,1
HumanEvalJava,original,MakePalindrome,41,5,5,1,6,2,4,1,1,1
HumanEvalJava,original,CarRaceCollision,22,0,4,0,6,0,4,0,2,0
HumanEvalJava,original,IsSimplePower,33,0,8,0,9,0,6,0,2,0
HumanEvalJava,original,MoveOneBall,3,42,0,8,1,9,1,5,1,1
HumanEvalJava,original,IsHappy,55,0,10,0,7,0,7,0,2,0
HumanEvalJava,original,ChooseNum,0,23,1,5,0,6,1,4,0,2
HumanEvalJava,original,FindMax,11,58,5,9,3,13,5,4,1,1
HumanEvalJava,original,GetClosestVowel,5,43,3,5,2,7,4,2,1,1
HumanEvalJava,original,Eat,40,0,2,0,4,0,3,0,2,0
HumanEvalJava,original,FruitDistribution,3,52,0,6,1,11,1,4,1,1
HumanEvalJava,original,Digits,4,31,1,5,1,10,2,3,1,1
HumanEvalJava,original,Fibfib,37,5,5,1,13,2,4,1,1,1
HumanEvalJava,original,OddCount,3,49,0,6,1,8,1,4,1,1
HumanEvalJava,original,DoubleTheDifference,38,0,8,0,8,0,6,0,2,0
HumanEvalJava,original,ClosestInteger,9,13,1,1,2,3,2,1,1,1
HumanEvalJava,original,CanArrange,37,0,8,0,7,0,6,0,2,0
HumanEvalJava,original,SortArray1.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
HumanEvalJava,original,FileNameCheck,13,67,5,9,6,12,6,3,1,1
HumanEvalJava,original,Iscube,8,24,2,4,2,5,3,2,1,1
HumanEvalJava,original,SelectWords,44,37,22,4,5,7,13,2,1,1
HumanEvalJava,original,IsNested,3,73,1,11,1,16,2,6,1,1
HumanEvalJava,original,PrimeFib,6,47,1,9,2,16,2,6,1,2
HumanEvalJava,original,MakeAPile,16,40,1,5,2,9,2,3,1,1
HumanEvalJava,original,OrderByPoints,3,7,0,0,1,2,1,1,1,1
HumanEvalJava,original,Maximum1.new Comparator() {...},11,0,0,0,2,0,2,0,2,0
HumanEvalJava,original,ByLength,75,26,18,2,24,7,15,1,1,1
HumanEvalJava,original,Search,3,40,0,6,1,8,1,4,1,1
HumanEvalJava,original,HasCloseElements,6,37,1,5,2,4,2,3,1,1
HumanEvalJava,original,BelowZero,20,37,3,5,4,8,4,2,1,1
HumanEvalJava,original,CompareOne,47,0,8,0,10,0,6,0,2,0
HumanEvalJava,original,SortNumbers,113,123,24,20,24,25,17,7,1,1
HumanEvalJava,original,CountUpTo,3,36,0,8,1,13,1,6,1,2
HumanEvalJava,original,MaxElement,3,22,1,3,1,6,2,2,1,1
HumanEvalJava,original,CycpatternCheck,0,51,0,6,0,8,0,5,0,2
HumanEvalJava,original,FindClosestElements,3,63,0,6,1,12,1,4,1,1
HumanEvalJava,original,Intersection,36,29,9,1,10,4,7,1,2,1
HumanEvalJava,original,MeanAbsoluteDeviation,3,62,0,4,1,10,1,3,1,1
HumanEvalJava,original,SortArray1,7,35,2,2,3,6,3,1,1,1
HumanEvalJava,original,SortArray,3,79,0,6,1,13,1,4,1,1
HumanEvalJava,original,UniqueDigits,3,48,0,8,1,14,1,5,1,1
HumanEvalJava,original,CircularShift,61,0,8,0,12,0,6,0,2,0
HumanEvalJava,original,GetRow.new Comparator() {...},0,44,0,2,0,10,0,3,0,2
HumanEvalJava,original,Intersperse,34,0,4,0,7,0,4,0,2,0
HumanEvalJava,original,NumericalLetterGrade,144,0,26,0,30,0,15,0,2,0
HumanEvalJava,original,Fib4,40,8,4,2,14,3,4,1,1,1
HumanEvalJava,original,IsEqualToSumEven,18,0,4,0,4,0,4,0,2,0
HumanEvalJava,original,Median,41,0,2,0,6,0,3,0,2,0
HumanEvalJava,original,StrangeSortList,33,28,6,2,9,8,5,1,1,1
HumanEvalJava,original,WordsInSentence,24,28,6,4,6,7,5,3,1,2
HumanEvalJava,original,CountNums,19,44,6,8,3,13,6,3,1,1
HumanEvalJava,original,GetMaxTriples,3,56,0,8,1,7,1,5,1,1
HumanEvalJava,original,Solution,3,33,0,6,1,5,1,4,1,1
HumanEvalJava,original,TriangleArea,3,8,0,0,1,1,1,1,1,1
HumanEvalJava,original,SumToN,3,15,0,2,1,4,1,2,1,1
HumanEvalJava,original,MaxFill,47,0,4,0,10,0,4,0,2,0
HumanEvalJava,original,SumSquares1,94,0,10,0,12,0,7,0,2,0
HumanEvalJava,original,UniqueDigits.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
HumanEvalJava,original,Fib,13,15,1,1,4,5,2,1,1,1
HumanEvalJava,original,Longest,36,0,6,0,8,0,5,0,2,0
HumanEvalJava,original,SplitWords,45,9,11,1,8,2,7,1,1,1
HumanEvalJava,original,SortArray.new Comparator() {...},0,32,0,2,0,6,0,3,0,2
HumanEvalJava,original,MatchParens,9,70,3,15,4,21,3,8,1,1
HumanEvalJava,original,Minsubarraysum,3,65,2,6,1,14,3,3,1,1
